"id","Brand_Name","Hex_Code","L","a","b","C","h","Material_Source","Extraction_Note","v_flag","SEO_Keywords","SEO_Description","Sequence","Hero50","Colour_Memory","Light_Behaviour_Note","UV_Stability_Note","Specifier_Warning"
"584","871 Fyrd-Buff — Archive Trace","#C8B888","75.04","-1.55","26.49","26.535","93.35","","","archive","871 Fyrd-Buff — Archive Trace, #C8B888, pale warm gold paint, gold paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","871 Fyrd-Buff — Archive Trace — pale warm gold #C8B888. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","871 Fyrd-Buff takes its register from the 871 district of the Oxfordshire landscape. At pale depth it holds the colour of dried grass and goethite in the flat diffuse light of a February chalk downland — a specific chromatic moment in the Oxfordshire landscape, extracted and fixed in the archive.","In bright English summer light this advances toward its warmest reading; in winter diffuse overcast the chroma recedes and the tone reads as quieter and more neutral. Works well on south-facing limestone where the light activates it fully.","Pigment family: yellow iron oxide (goethite/FeOOH). English seasonal UV stability: UV-inert mineral; stable under all English weather conditions. Primary risk on traditional substrates: binder chalking on un-primed porous lime render. Specify vapour-permeable binder (Sd < 0.05 m) on lime render and chalk-based plasters.","Standard heritage specification: confirm vapour-permeability (Sd < 0.05 m) before applying to traditional lime render, chalk plaster, or Cotswold limestone. Film-forming binders are incompatible with active lime substrates and rising damp conditions common in the Oxfordshire clay vale. Listed building applications require conservation officer approval."
"585","Wayland Quartz — Archive Trace","#E4E0D8","89.28","-0.04","4.38","4.38","90.52","","","archive","Wayland Quartz — Archive Trace, #E4E0D8, very pale grey paint, grey paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, Oxfordshire heritage colour, luxury paint colour, Britain in colour","Wayland Quartz — Archive Trace — very pale grey #E4E0D8. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","Wayland Quartz takes its register from the prehistoric smithy of the Saxons, buried beneath the Ridgeway chalk. At near-white depth it holds the colour of dried grass and goethite in the flat diffuse light of a February chalk downland — a specific chromatic moment in the Oxfordshire landscape, extracted and fixed in the archive.","At high lightness this is susceptible to glare-loading on south-facing masonry in the English summer; the slight chromatic character reads most clearly in the diffuse light of a north-facing interior or in the grey-green morning light of the chalk downland.","Pigment family: yellow iron oxide (goethite/FeOOH). English seasonal UV stability: UV-inert mineral; stable under all English weather conditions. Primary risk on traditional substrates: binder chalking on un-primed porous lime render. Specify vapour-permeable binder (Sd < 0.05 m) on lime render and chalk-based plasters.","High-reflectance register: at L*=89.28 specify breathable lime wash or silicate paint on traditional masonry to prevent moisture trapping; film-forming acrylic binders on lime render will cause delamination within a single English wet season. TiO₂-heavy formulations may chalk on south-facing elevations."
"586","Vale Fog-Grey — Archive Trace","#C8C8C0","80.4","-1.44","3.99","4.242","109.84","","","archive","Vale Fog-Grey — Archive Trace, #C8C8C0, pale grey paint, grey paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, Oxfordshire heritage colour, luxury paint colour, Britain in colour","Vale Fog-Grey — Archive Trace — pale grey #C8C8C0. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","Vale Fog-Grey takes its register from the Vale of White Horse, a broad clay vale beneath the chalk escarpment. At pale depth it holds the colour of elder leaf and chalk turf in the flat diffuse light of a February chalk downland — a specific chromatic moment in the Oxfordshire landscape, extracted and fixed in the archive.","At high lightness this is susceptible to glare-loading on south-facing masonry in the English summer; the slight chromatic character reads most clearly in the diffuse light of a north-facing interior or in the grey-green morning light of the chalk downland.","Pigment family: yellow iron oxide (goethite/FeOOH). English seasonal UV stability: UV-inert mineral; stable under all English weather conditions. Primary risk on traditional substrates: binder chalking on un-primed porous lime render. Specify vapour-permeable binder (Sd < 0.05 m) on lime render and chalk-based plasters.","Standard heritage specification: confirm vapour-permeability (Sd < 0.05 m) before applying to traditional lime render, chalk plaster, or Cotswold limestone. Film-forming binders are incompatible with active lime substrates and rising damp conditions common in the Oxfordshire clay vale. Listed building applications require conservation officer approval."
"587","Ridgeway Pewter — Archive Trace","#909098","60.02","1.59","-4.23","4.519","290.6","","","archive","Ridgeway Pewter — Archive Trace, #909098, mid grey paint, grey paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, Oxfordshire heritage colour, luxury paint colour, Britain in colour","Ridgeway Pewter — Archive Trace — mid grey #909098. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","Ridgeway Pewter takes its register from the ancient ridgeway path, the oldest road in Britain, running above the chalk. At light depth it holds the colour of sloe and manganese violet in the early dusk light of the Oxfordshire downland — a specific chromatic moment in the Oxfordshire landscape, extracted and fixed in the archive.","In bright English summer light this advances toward its warmest reading; in winter diffuse overcast the chroma recedes and the tone reads as quieter and more neutral. Works well on south-facing limestone where the light activates it fully.","Pigment family: manganese violet or organic lake. English seasonal UV stability: moderate; verify pigment concentration before external deployment. Primary risk on traditional substrates: gradual bathochromic shift toward blue-grey under prolonged UV exposure. Specify vapour-permeable binder (Sd < 0.05 m) on lime render and chalk-based plasters.","Standard heritage specification: confirm vapour-permeability (Sd < 0.05 m) before applying to traditional lime render, chalk plaster, or Cotswold limestone. Film-forming binders are incompatible with active lime substrates and rising damp conditions common in the Oxfordshire clay vale. Listed building applications require conservation officer approval."
"588","Uffington Crest White — Archive Trace","#EEF0E8","94.45","-2.07","3.62","4.17","119.76","","","archive","Uffington Crest White — Archive Trace, #EEF0E8, near-white grey paint, grey paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, Oxfordshire heritage colour, luxury paint colour, Britain in colour","Uffington Crest White — Archive Trace — near-white grey #EEF0E8. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","Uffington Crest White takes its register from the Iron Age hillfort above the White Horse, chalk visible through the turf at every rain. At near-white depth it holds the colour of elder leaf and chalk turf in the flat diffuse light of a February chalk downland — a specific chromatic moment in the Oxfordshire landscape, extracted and fixed in the archive.","At high lightness this is susceptible to glare-loading on south-facing masonry in the English summer; the slight chromatic character reads most clearly in the diffuse light of a north-facing interior or in the grey-green morning light of the chalk downland.","Pigment family: yellow iron oxide (goethite/FeOOH). English seasonal UV stability: UV-inert mineral; stable under all English weather conditions. Primary risk on traditional substrates: binder chalking on un-primed porous lime render. Specify vapour-permeable binder (Sd < 0.05 m) on lime render and chalk-based plasters.","High-reflectance register: at L*=94.45 specify breathable lime wash or silicate paint on traditional masonry to prevent moisture trapping; film-forming acrylic binders on lime render will cause delamination within a single English wet season. TiO₂-heavy formulations may chalk on south-facing elevations."
"589","Tom Long Slate — Archive Trace","#6A6870","44.43","2.46","-4.2","4.867","300.36","","","archive","Tom Long Slate — Archive Trace, #6A6870, deep grey paint, grey paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","Tom Long Slate — Archive Trace — deep grey #6A6870. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","Tom Long Slate takes its register from the tom district of the Oxfordshire landscape. At mid-dark depth it holds the colour of sloe and manganese violet in the early dusk light of the Oxfordshire downland — a specific chromatic moment in the Oxfordshire landscape, extracted and fixed in the archive.","The mid-tone register that performs most consistently across the English seasonal range — from February flat overcast to July noon. On Cotswold oolite it warms slightly; on chalk render it reads cooler. Most reliable for north and east-facing elevations.","Pigment family: manganese violet or organic lake. English seasonal UV stability: moderate; verify pigment concentration before external deployment. Primary risk on traditional substrates: gradual bathochromic shift toward blue-grey under prolonged UV exposure. Specify vapour-permeable binder (Sd < 0.05 m) on lime render and chalk-based plasters.","Standard heritage specification: confirm vapour-permeability (Sd < 0.05 m) before applying to traditional lime render, chalk plaster, or Cotswold limestone. Film-forming binders are incompatible with active lime substrates and rising damp conditions common in the Oxfordshire clay vale. Listed building applications require conservation officer approval."
"590","Abingdon Clay — Archive Trace","#8A7058","49.13","6.61","17.21","18.436","68.99","","","archive","Abingdon Clay — Archive Trace, #8A7058, deep soft ochre paint, ochre paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, Oxfordshire heritage colour, luxury paint colour, Britain in colour","Abingdon Clay — Archive Trace — deep soft ochre #8A7058. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","Abingdon Clay takes its register from the ancient market town at the confluence of the Ock and Thames, with a surviving abbey gateway. At mid-tone depth it holds the colour of dried grass and goethite in the flat diffuse light of a February chalk downland — a specific chromatic moment in the Oxfordshire landscape, extracted and fixed in the archive.","The mid-tone register that performs most consistently across the English seasonal range — from February flat overcast to July noon. On Cotswold oolite it warms slightly; on chalk render it reads cooler. Most reliable for north and east-facing elevations.","Pigment family: yellow iron oxide (goethite/FeOOH). English seasonal UV stability: UV-inert mineral; stable under all English weather conditions. Primary risk on traditional substrates: binder chalking on un-primed porous lime render. Specify vapour-permeable binder (Sd < 0.05 m) on lime render and chalk-based plasters.","Standard heritage specification: confirm vapour-permeability (Sd < 0.05 m) before applying to traditional lime render, chalk plaster, or Cotswold limestone. Film-forming binders are incompatible with active lime substrates and rising damp conditions common in the Oxfordshire clay vale. Listed building applications require conservation officer approval."
"591","Thames Ochre — Archive Trace","#B8904A","62.2","7.03","42.36","42.939","80.58","","","archive","Thames Ochre — Archive Trace, #B8904A, mid rich ochre paint, ochre paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, Oxfordshire heritage colour, luxury paint colour, Britain in colour","Thames Ochre — Archive Trace — mid rich ochre #B8904A. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","Thames Ochre takes its register from the working river — lock gates, ballast barges, ironwork worn by tidal cycles. At light depth it holds the colour of dried grass and goethite in the flat diffuse light of a February chalk downland — a specific chromatic moment in the Oxfordshire landscape, extracted and fixed in the archive.","In bright English summer light this advances toward its warmest reading; in winter diffuse overcast the chroma recedes and the tone reads as quieter and more neutral. Works well on south-facing limestone where the light activates it fully.","Pigment family: yellow iron oxide (goethite/FeOOH). English seasonal UV stability: UV-inert mineral; stable under all English weather conditions. Primary risk on traditional substrates: binder chalking on un-primed porous lime render. Specify vapour-permeable binder (Sd < 0.05 m) on lime render and chalk-based plasters.","Standard heritage specification: confirm vapour-permeability (Sd < 0.05 m) before applying to traditional lime render, chalk plaster, or Cotswold limestone. Film-forming binders are incompatible with active lime substrates and rising damp conditions common in the Oxfordshire clay vale. Listed building applications require conservation officer approval."
"592","1086 Demesne — Archive Trace","#C0A878","69.87","1.82","28.02","28.079","86.28","","","archive","1086 Demesne — Archive Trace, #C0A878, light warm gold paint, gold paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","1086 Demesne — Archive Trace — light warm gold #C0A878. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","Recorded in the Domesday Book of 1086 — 1086 Demesne takes its register from the Domesday survey of 1086, which recorded the Oxfordshire landscape in its first written inventory. At light depth it holds the colour of dried grass and goethite in the flat diffuse light of a February chalk downland — a specific chromatic moment in the Oxfordshire landscape, extracted and fixed in the archive.","In bright English summer light this advances toward its warmest reading; in winter diffuse overcast the chroma recedes and the tone reads as quieter and more neutral. Works well on south-facing limestone where the light activates it fully.","Pigment family: yellow iron oxide (goethite/FeOOH). English seasonal UV stability: UV-inert mineral; stable under all English weather conditions. Primary risk on traditional substrates: binder chalking on un-primed porous lime render. Specify vapour-permeable binder (Sd < 0.05 m) on lime render and chalk-based plasters.","Standard heritage specification: confirm vapour-permeability (Sd < 0.05 m) before applying to traditional lime render, chalk plaster, or Cotswold limestone. Film-forming binders are incompatible with active lime substrates and rising damp conditions common in the Oxfordshire clay vale. Listed building applications require conservation officer approval."
"593","Manger Earth — Archive Trace","#8A6C4C","47.82","7.46","22.43","23.638","71.6","","","archive","Manger Earth — Archive Trace, #8A6C4C, deep warm ochre paint, ochre paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","Manger Earth — Archive Trace — deep warm ochre #8A6C4C. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","Manger Earth takes its register from the Manger, the dry chalk valley below the White Horse, carved by meltwater. At mid-tone depth it holds the colour of dried grass and goethite in the flat diffuse light of a February chalk downland — a specific chromatic moment in the Oxfordshire landscape, extracted and fixed in the archive.","The mid-tone register that performs most consistently across the English seasonal range — from February flat overcast to July noon. On Cotswold oolite it warms slightly; on chalk render it reads cooler. Most reliable for north and east-facing elevations.","Pigment family: yellow iron oxide (goethite/FeOOH). English seasonal UV stability: UV-inert mineral; stable under all English weather conditions. Primary risk on traditional substrates: binder chalking on un-primed porous lime render. Specify vapour-permeable binder (Sd < 0.05 m) on lime render and chalk-based plasters.","Standard heritage specification: confirm vapour-permeability (Sd < 0.05 m) before applying to traditional lime render, chalk plaster, or Cotswold limestone. Film-forming binders are incompatible with active lime substrates and rising damp conditions common in the Oxfordshire clay vale. Listed building applications require conservation officer approval."
"594","Ridgeway Rubble — Archive Trace","#A8A090","66.12","0.1","9.38","9.381","89.39","","","archive","Ridgeway Rubble — Archive Trace, #A8A090, light muted gold paint, gold paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, Oxfordshire heritage colour, luxury paint colour, Britain in colour","Ridgeway Rubble — Archive Trace — light muted gold #A8A090. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","Ridgeway Rubble takes its register from the ancient ridgeway path, the oldest road in Britain, running above the chalk. At light depth it holds the colour of dried grass and goethite in the flat diffuse light of a February chalk downland — a specific chromatic moment in the Oxfordshire landscape, extracted and fixed in the archive.","In bright English summer light this advances toward its warmest reading; in winter diffuse overcast the chroma recedes and the tone reads as quieter and more neutral. Works well on south-facing limestone where the light activates it fully.","Pigment family: yellow iron oxide (goethite/FeOOH). English seasonal UV stability: UV-inert mineral; stable under all English weather conditions. Primary risk on traditional substrates: binder chalking on un-primed porous lime render. Specify vapour-permeable binder (Sd < 0.05 m) on lime render and chalk-based plasters.","Standard heritage specification: confirm vapour-permeability (Sd < 0.05 m) before applying to traditional lime render, chalk plaster, or Cotswold limestone. Film-forming binders are incompatible with active lime substrates and rising damp conditions common in the Oxfordshire clay vale. Listed building applications require conservation officer approval."
"595","Dragon Chalk — Pit White","#E2D8C8","86.73","0.74","9.1","9.13","85.35","Historical Chalk deposit.","","archive","Dragon Chalk — Pit White, #E2D8C8, very pale muted gold paint, gold paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","Dragon Chalk — Pit White — very pale muted gold #E2D8C8. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","Dragon Chalk is drawn from historical chalk deposit. At pale depth it reads in the flat diffuse light of a February chalk downland, the colour of dried grass and goethite in the the ancient green lane below Dragon Hill, where St George is said to have fought.","At high lightness this is susceptible to glare-loading on south-facing masonry in the English summer; the slight chromatic character reads most clearly in the diffuse light of a north-facing interior or in the grey-green morning light of the chalk downland.","Pigment family: yellow iron oxide (goethite/FeOOH). English seasonal UV stability: UV-inert mineral; stable under all English weather conditions. Primary risk on traditional substrates: binder chalking on un-primed porous lime render. Specify vapour-permeable binder (Sd < 0.05 m) on lime render and chalk-based plasters.","High-reflectance register: at L*=86.73 specify breathable lime wash or silicate paint on traditional masonry to prevent moisture trapping; film-forming acrylic binders on lime render will cause delamination within a single English wet season. TiO₂-heavy formulations may chalk on south-facing elevations."
"596","Wayland Morning — Archive Trace","#D8D0BC","83.62","-0.61","10.91","10.927","93.2","","","archive","Wayland Morning — Archive Trace, #D8D0BC, very pale muted gold paint, gold paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, Oxfordshire heritage colour, luxury paint colour, Britain in colour","Wayland Morning — Archive Trace — very pale muted gold #D8D0BC. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","Wayland Morning takes its register from the prehistoric smithy of the Saxons, buried beneath the Ridgeway chalk. At pale depth it holds the colour of dried grass and goethite in the flat diffuse light of a February chalk downland — a specific chromatic moment in the Oxfordshire landscape, extracted and fixed in the archive.","At high lightness this is susceptible to glare-loading on south-facing masonry in the English summer; the slight chromatic character reads most clearly in the diffuse light of a north-facing interior or in the grey-green morning light of the chalk downland.","Pigment family: yellow iron oxide (goethite/FeOOH). English seasonal UV stability: UV-inert mineral; stable under all English weather conditions. Primary risk on traditional substrates: binder chalking on un-primed porous lime render. Specify vapour-permeable binder (Sd < 0.05 m) on lime render and chalk-based plasters.","Standard heritage specification: confirm vapour-permeability (Sd < 0.05 m) before applying to traditional lime render, chalk plaster, or Cotswold limestone. Film-forming binders are incompatible with active lime substrates and rising damp conditions common in the Oxfordshire clay vale. Listed building applications require conservation officer approval."
"597","Vale Bone — Archive Trace","#D8CEB8","83.02","-0.2","12.18","12.182","90.94","","","archive","Vale Bone — Archive Trace, #D8CEB8, very pale soft gold paint, gold paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, Oxfordshire heritage colour, luxury paint colour, Britain in colour","Vale Bone — Archive Trace — very pale soft gold #D8CEB8. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","Vale Bone takes its register from the Vale of White Horse, a broad clay vale beneath the chalk escarpment. At pale depth it holds the colour of dried grass and goethite in the flat diffuse light of a February chalk downland — a specific chromatic moment in the Oxfordshire landscape, extracted and fixed in the archive.","At high lightness this is susceptible to glare-loading on south-facing masonry in the English summer; the slight chromatic character reads most clearly in the diffuse light of a north-facing interior or in the grey-green morning light of the chalk downland.","Pigment family: yellow iron oxide (goethite/FeOOH). English seasonal UV stability: UV-inert mineral; stable under all English weather conditions. Primary risk on traditional substrates: binder chalking on un-primed porous lime render. Specify vapour-permeable binder (Sd < 0.05 m) on lime render and chalk-based plasters.","Standard heritage specification: confirm vapour-permeability (Sd < 0.05 m) before applying to traditional lime render, chalk plaster, or Cotswold limestone. Film-forming binders are incompatible with active lime substrates and rising damp conditions common in the Oxfordshire clay vale. Listed building applications require conservation officer approval."
"598","Segsbury Stone — Archive Trace","#C8C0A8","77.76","-1.22","13.11","13.167","95.32","","","archive","Segsbury Stone — Archive Trace, #C8C0A8, pale soft gold paint, gold paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","Segsbury Stone — Archive Trace — pale soft gold #C8C0A8. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","Segsbury Stone takes its register from Segsbury Camp, the Iron Age hillfort on the Ridgeway above Letcombe Regis. At pale depth it holds the colour of dried grass and goethite in the flat diffuse light of a February chalk downland — a specific chromatic moment in the Oxfordshire landscape, extracted and fixed in the archive.","In bright English summer light this advances toward its warmest reading; in winter diffuse overcast the chroma recedes and the tone reads as quieter and more neutral. Works well on south-facing limestone where the light activates it fully.","Pigment family: yellow iron oxide (goethite/FeOOH). English seasonal UV stability: UV-inert mineral; stable under all English weather conditions. Primary risk on traditional substrates: binder chalking on un-primed porous lime render. Specify vapour-permeable binder (Sd < 0.05 m) on lime render and chalk-based plasters.","Standard heritage specification: confirm vapour-permeability (Sd < 0.05 m) before applying to traditional lime render, chalk plaster, or Cotswold limestone. Film-forming binders are incompatible with active lime substrates and rising damp conditions common in the Oxfordshire clay vale. Listed building applications require conservation officer approval."
"599","Uffington Stone-Grey — Archive Trace","#B8B4A8","73.32","-0.72","6.61","6.649","96.22","","","archive","Uffington Stone-Grey — Archive Trace, #B8B4A8, light muted gold paint, gold paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, Oxfordshire heritage colour, luxury paint colour, Britain in colour","Uffington Stone-Grey — Archive Trace — light muted gold #B8B4A8. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","Uffington Stone-Grey takes its register from the Iron Age hillfort above the White Horse, chalk visible through the turf at every rain. At light depth it holds the colour of dried grass and goethite in the flat diffuse light of a February chalk downland — a specific chromatic moment in the Oxfordshire landscape, extracted and fixed in the archive.","In bright English summer light this advances toward its warmest reading; in winter diffuse overcast the chroma recedes and the tone reads as quieter and more neutral. Works well on south-facing limestone where the light activates it fully.","Pigment family: yellow iron oxide (goethite/FeOOH). English seasonal UV stability: UV-inert mineral; stable under all English weather conditions. Primary risk on traditional substrates: binder chalking on un-primed porous lime render. Specify vapour-permeable binder (Sd < 0.05 m) on lime render and chalk-based plasters.","Standard heritage specification: confirm vapour-permeability (Sd < 0.05 m) before applying to traditional lime render, chalk plaster, or Cotswold limestone. Film-forming binders are incompatible with active lime substrates and rising damp conditions common in the Oxfordshire clay vale. Listed building applications require conservation officer approval."
"600","871 Linen — Archive Trace","#E0D4B8","85.2","-0.4","15.35","15.355","91.49","","","archive","871 Linen — Archive Trace, #E0D4B8, very pale soft gold paint, gold paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","871 Linen — Archive Trace — very pale soft gold #E0D4B8. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","871 Linen takes its register from the 871 district of the Oxfordshire landscape. At pale depth it holds the colour of dried grass and goethite in the flat diffuse light of a February chalk downland — a specific chromatic moment in the Oxfordshire landscape, extracted and fixed in the archive.","At high lightness this is susceptible to glare-loading on south-facing masonry in the English summer; the slight chromatic character reads most clearly in the diffuse light of a north-facing interior or in the grey-green morning light of the chalk downland.","Pigment family: yellow iron oxide (goethite/FeOOH). English seasonal UV stability: UV-inert mineral; stable under all English weather conditions. Primary risk on traditional substrates: binder chalking on un-primed porous lime render. Specify vapour-permeable binder (Sd < 0.05 m) on lime render and chalk-based plasters.","High-reflectance register: at L*=85.2 specify breathable lime wash or silicate paint on traditional masonry to prevent moisture trapping; film-forming acrylic binders on lime render will cause delamination within a single English wet season. TiO₂-heavy formulations may chalk on south-facing elevations."
"601","Abingdon Parchment — Archive Trace","#D8C8A8","81.15","0.53","18.05","18.058","88.32","","","archive","Abingdon Parchment — Archive Trace, #D8C8A8, pale soft gold paint, gold paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, Oxfordshire heritage colour, luxury paint colour, Britain in colour","Abingdon Parchment — Archive Trace — pale soft gold #D8C8A8. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","Abingdon Parchment takes its register from the ancient market town at the confluence of the Ock and Thames, with a surviving abbey gateway. At pale depth it holds the colour of dried grass and goethite in the flat diffuse light of a February chalk downland — a specific chromatic moment in the Oxfordshire landscape, extracted and fixed in the archive.","At high lightness this is susceptible to glare-loading on south-facing masonry in the English summer; the slight chromatic character reads most clearly in the diffuse light of a north-facing interior or in the grey-green morning light of the chalk downland.","Pigment family: yellow iron oxide (goethite/FeOOH). English seasonal UV stability: UV-inert mineral; stable under all English weather conditions. Primary risk on traditional substrates: binder chalking on un-primed porous lime render. Specify vapour-permeable binder (Sd < 0.05 m) on lime render and chalk-based plasters.","Standard heritage specification: confirm vapour-permeability (Sd < 0.05 m) before applying to traditional lime render, chalk plaster, or Cotswold limestone. Film-forming binders are incompatible with active lime substrates and rising damp conditions common in the Oxfordshire clay vale. Listed building applications require conservation officer approval."
"602","Wantage Cream — Archive Trace","#E4D8BC","86.62","-0.41","15.29","15.295","91.54","","","archive","Wantage Cream — Archive Trace, #E4D8BC, very pale soft gold paint, gold paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","Wantage Cream — Archive Trace — very pale soft gold #E4D8BC. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","Wantage Cream takes its register from the market town of Wantage, birthplace of King Alfred, at the foot of the Downs. At pale depth it holds the colour of dried grass and goethite in the flat diffuse light of a February chalk downland — a specific chromatic moment in the Oxfordshire landscape, extracted and fixed in the archive.","At high lightness this is susceptible to glare-loading on south-facing masonry in the English summer; the slight chromatic character reads most clearly in the diffuse light of a north-facing interior or in the grey-green morning light of the chalk downland.","Pigment family: yellow iron oxide (goethite/FeOOH). English seasonal UV stability: UV-inert mineral; stable under all English weather conditions. Primary risk on traditional substrates: binder chalking on un-primed porous lime render. Specify vapour-permeable binder (Sd < 0.05 m) on lime render and chalk-based plasters.","High-reflectance register: at L*=86.62 specify breathable lime wash or silicate paint on traditional masonry to prevent moisture trapping; film-forming acrylic binders on lime render will cause delamination within a single English wet season. TiO₂-heavy formulations may chalk on south-facing elevations."
"603","Sparsholt Cream — Archive Trace","#E2D6BA","85.91","-0.4","15.32","15.325","91.5","","","archive","Sparsholt Cream — Archive Trace, #E2D6BA, very pale soft gold paint, gold paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, Oxfordshire heritage colour, luxury paint colour, Britain in colour","Sparsholt Cream — Archive Trace — very pale soft gold #E2D6BA. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","Sparsholt Cream takes its register from the downland village below the Ridgeway, in the shadow of the White Horse hill. At pale depth it holds the colour of dried grass and goethite in the flat diffuse light of a February chalk downland — a specific chromatic moment in the Oxfordshire landscape, extracted and fixed in the archive.","At high lightness this is susceptible to glare-loading on south-facing masonry in the English summer; the slight chromatic character reads most clearly in the diffuse light of a north-facing interior or in the grey-green morning light of the chalk downland.","Pigment family: yellow iron oxide (goethite/FeOOH). English seasonal UV stability: UV-inert mineral; stable under all English weather conditions. Primary risk on traditional substrates: binder chalking on un-primed porous lime render. Specify vapour-permeable binder (Sd < 0.05 m) on lime render and chalk-based plasters.","High-reflectance register: at L*=85.91 specify breathable lime wash or silicate paint on traditional masonry to prevent moisture trapping; film-forming acrylic binders on lime render will cause delamination within a single English wet season. TiO₂-heavy formulations may chalk on south-facing elevations."
"604","Lockinge Cream — Archive Trace","#DCCFB5","83.54","0.28","14.55","14.553","88.9","","","archive","Lockinge Cream — Archive Trace, #DCCFB5, very pale soft gold paint, gold paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","Lockinge Cream — Archive Trace — very pale soft gold #DCCFB5. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","Lockinge Cream takes its register from the Lockinge estate below the Ridgeway, its model village and walled gardens. At pale depth it holds the colour of dried grass and goethite in the flat diffuse light of a February chalk downland — a specific chromatic moment in the Oxfordshire landscape, extracted and fixed in the archive.","At high lightness this is susceptible to glare-loading on south-facing masonry in the English summer; the slight chromatic character reads most clearly in the diffuse light of a north-facing interior or in the grey-green morning light of the chalk downland.","Pigment family: yellow iron oxide (goethite/FeOOH). English seasonal UV stability: UV-inert mineral; stable under all English weather conditions. Primary risk on traditional substrates: binder chalking on un-primed porous lime render. Specify vapour-permeable binder (Sd < 0.05 m) on lime render and chalk-based plasters.","Standard heritage specification: confirm vapour-permeability (Sd < 0.05 m) before applying to traditional lime render, chalk plaster, or Cotswold limestone. Film-forming binders are incompatible with active lime substrates and rising damp conditions common in the Oxfordshire clay vale. Listed building applications require conservation officer approval."
