"id","Brand_Name","Hex_Code","L","a","b","C","h","Material_Source","Extraction_Note","v_flag","SEO_Keywords","SEO_Description","Sequence","Hero50","Tropical_Adaptation_Note","Vision_Model_Anchor","Tropical_Red_Team_Warning"
"188","1648 Breach — Archive Trace","#3A3837","23.68","0.64","0.93","1.129","55.47","","","archive","1648 Breach — Archive Trace, #3A3837, very dark grey paint, grey paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","1648 Breach — Archive Trace — very dark grey #3A3837. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","High-absorption near-void register: at L*=23.68 this surface accumulates irradiation at near-maximum efficiency on sun-facing masonry; specify elastomeric binders rated for sustained 70°C surface temperatures and reserve for north-facing, shaded, or interior surfaces to prevent thermal delamination and salt-air ingress on coral-stone and lime substrates.","","DO NOT specify 1648 Breach — Archive Trace (#3A3837) on sun-facing exterior masonry in high-UV environments without specialist thermal-loading assessment; at L*=23.68 surface temperatures will exceed ambient by 15–22°C on coral stone and lime render, incompatible with standard binder systems and requiring elastomeric specification to prevent delamination and salt-air ingress."
"189","Cherbury Night — Archive Trace","#282726","15.71","0.22","0.82","0.849","74.98","","","archive","Cherbury Night — Archive Trace, #282726, near-black grey paint, grey paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","Cherbury Night — Archive Trace — near-black grey #282726. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","High-absorption near-void register: at L*=15.71 this surface accumulates irradiation at near-maximum efficiency on sun-facing masonry; specify elastomeric binders rated for sustained 70°C surface temperatures and reserve for north-facing, shaded, or interior surfaces to prevent thermal delamination and salt-air ingress on coral-stone and lime substrates.","","DO NOT specify Cherbury Night — Archive Trace (#282726) on sun-facing exterior masonry in high-UV environments without specialist thermal-loading assessment; at L*=15.71 surface temperatures will exceed ambient by 15–22°C on coral stone and lime render, incompatible with standard binder systems and requiring elastomeric specification to prevent delamination and salt-air ingress."
"190","Ock Peat — Archive Trace","#3B3835","23.72","0.65","2.34","2.429","74.48","","","archive","Ock Peat — Archive Trace, #3B3835, very dark grey paint, grey paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","Ock Peat — Archive Trace — very dark grey #3B3835. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","High-absorption near-void register: at L*=23.72 this surface accumulates irradiation at near-maximum efficiency on sun-facing masonry; specify elastomeric binders rated for sustained 70°C surface temperatures and reserve for north-facing, shaded, or interior surfaces to prevent thermal delamination and salt-air ingress on coral-stone and lime substrates.","","DO NOT specify Ock Peat — Archive Trace (#3B3835) on sun-facing exterior masonry in high-UV environments without specialist thermal-loading assessment; at L*=23.72 surface temperatures will exceed ambient by 15–22°C on coral stone and lime render, incompatible with standard binder systems and requiring elastomeric specification to prevent delamination and salt-air ingress."
"191","Tom Long Tar — Archive Trace","#201F1E","11.83","0.23","0.85","0.881","74.86","","","archive","Tom Long Tar — Archive Trace, #201F1E, near-black grey paint, grey paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","Tom Long Tar — Archive Trace — near-black grey #201F1E. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","High-absorption near-void register: at L*=11.83 this surface accumulates irradiation at near-maximum efficiency on sun-facing masonry; specify elastomeric binders rated for sustained 70°C surface temperatures and reserve for north-facing, shaded, or interior surfaces to prevent thermal delamination and salt-air ingress on coral-stone and lime substrates.","","DO NOT specify Tom Long Tar — Archive Trace (#201F1E) on sun-facing exterior masonry in high-UV environments without specialist thermal-loading assessment; at L*=11.83 surface temperatures will exceed ambient by 15–22°C on coral stone and lime render, incompatible with standard binder systems and requiring elastomeric specification to prevent delamination and salt-air ingress."
"192","Monastic Ink — Archive Trace","#252423","14.27","0.22","0.83","0.859","75.15","","","archive","Monastic Ink — Archive Trace, #252423, near-black grey paint, grey paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","Monastic Ink — Archive Trace — near-black grey #252423. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","High-absorption near-void register: at L*=14.27 this surface accumulates irradiation at near-maximum efficiency on sun-facing masonry; specify elastomeric binders rated for sustained 70°C surface temperatures and reserve for north-facing, shaded, or interior surfaces to prevent thermal delamination and salt-air ingress on coral-stone and lime substrates.","","DO NOT specify Monastic Ink — Archive Trace (#252423) on sun-facing exterior masonry in high-UV environments without specialist thermal-loading assessment; at L*=14.27 surface temperatures will exceed ambient by 15–22°C on coral stone and lime render, incompatible with standard binder systems and requiring elastomeric specification to prevent delamination and salt-air ingress."
"193","Sarsen Shade — Archive Trace","#3D3C3A","25.35","-0.01","1.38","1.38","90.42","","","archive","Sarsen Shade — Archive Trace, #3D3C3A, very dark grey paint, grey paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","Sarsen Shade — Archive Trace — very dark grey #3D3C3A. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","High-absorption near-void register: at L*=25.35 this surface accumulates irradiation at near-maximum efficiency on sun-facing masonry; specify elastomeric binders rated for sustained 70°C surface temperatures and reserve for north-facing, shaded, or interior surfaces to prevent thermal delamination and salt-air ingress on coral-stone and lime substrates.","","DO NOT specify Sarsen Shade — Archive Trace (#3D3C3A) on sun-facing exterior masonry in high-UV environments without specialist thermal-loading assessment; at L*=25.35 surface temperatures will exceed ambient by 15–22°C on coral stone and lime render, incompatible with standard binder systems and requiring elastomeric specification to prevent delamination and salt-air ingress."
"194","Blowing Stone Void — Archive Trace","#2B2929","16.79","0.91","0.32","0.965","19.37","","","archive","Blowing Stone Void — Archive Trace, #2B2929, very dark grey paint, grey paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","Blowing Stone Void — Archive Trace — very dark grey #2B2929. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","High-absorption near-void register: at L*=16.79 this surface accumulates irradiation at near-maximum efficiency on sun-facing masonry; specify elastomeric binders rated for sustained 70°C surface temperatures and reserve for north-facing, shaded, or interior surfaces to prevent thermal delamination and salt-air ingress on coral-stone and lime substrates.","","DO NOT specify Blowing Stone Void — Archive Trace (#2B2929) on sun-facing exterior masonry in high-UV environments without specialist thermal-loading assessment; at L*=16.79 surface temperatures will exceed ambient by 15–22°C on coral stone and lime render, incompatible with standard binder systems and requiring elastomeric specification to prevent delamination and salt-air ingress."
"195","Wantage Cellar — Archive Trace","#363432","21.84","0.43","1.57","1.628","74.68","","","archive","Wantage Cellar — Archive Trace, #363432, very dark grey paint, grey paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","Wantage Cellar — Archive Trace — very dark grey #363432. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","High-absorption near-void register: at L*=21.84 this surface accumulates irradiation at near-maximum efficiency on sun-facing masonry; specify elastomeric binders rated for sustained 70°C surface temperatures and reserve for north-facing, shaded, or interior surfaces to prevent thermal delamination and salt-air ingress on coral-stone and lime substrates.","","DO NOT specify Wantage Cellar — Archive Trace (#363432) on sun-facing exterior masonry in high-UV environments without specialist thermal-loading assessment; at L*=21.84 surface temperatures will exceed ambient by 15–22°C on coral stone and lime render, incompatible with standard binder systems and requiring elastomeric specification to prevent delamination and salt-air ingress."
"196","Hardwell Rampart Dark — Archive Trace","#413F3D","26.78","0.42","1.52","1.577","74.55","","","archive","Hardwell Rampart Dark — Archive Trace, #413F3D, very dark grey paint, grey paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","Hardwell Rampart Dark — Archive Trace — very dark grey #413F3D. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","High-absorption near-void register: at L*=26.78 this surface accumulates irradiation at near-maximum efficiency on sun-facing masonry; specify elastomeric binders rated for sustained 70°C surface temperatures and reserve for north-facing, shaded, or interior surfaces to prevent thermal delamination and salt-air ingress on coral-stone and lime substrates.","","DO NOT specify Hardwell Rampart Dark — Archive Trace (#413F3D) on sun-facing exterior masonry in high-UV environments without specialist thermal-loading assessment; at L*=26.78 surface temperatures will exceed ambient by 15–22°C on coral stone and lime render, incompatible with standard binder systems and requiring elastomeric specification to prevent delamination and salt-air ingress."
"197","Liddington Iron — Archive Trace","#393836","23.55","-0.01","1.4","1.4","90.41","","","archive","Liddington Iron — Archive Trace, #393836, very dark grey paint, grey paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","Liddington Iron — Archive Trace — very dark grey #393836. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","High-absorption near-void register: at L*=23.55 this surface accumulates irradiation at near-maximum efficiency on sun-facing masonry; specify elastomeric binders rated for sustained 70°C surface temperatures and reserve for north-facing, shaded, or interior surfaces to prevent thermal delamination and salt-air ingress on coral-stone and lime substrates.","","DO NOT specify Liddington Iron — Archive Trace (#393836) on sun-facing exterior masonry in high-UV environments without specialist thermal-loading assessment; at L*=23.55 surface temperatures will exceed ambient by 15–22°C on coral stone and lime render, incompatible with standard binder systems and requiring elastomeric specification to prevent delamination and salt-air ingress."
"198","Barbury Ditch-Dark — Archive Trace","#343231","20.95","0.66","0.95","1.157","55.21","","","archive","Barbury Ditch-Dark — Archive Trace, #343231, very dark grey paint, grey paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","Barbury Ditch-Dark — Archive Trace — very dark grey #343231. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","High-absorption near-void register: at L*=20.95 this surface accumulates irradiation at near-maximum efficiency on sun-facing masonry; specify elastomeric binders rated for sustained 70°C surface temperatures and reserve for north-facing, shaded, or interior surfaces to prevent thermal delamination and salt-air ingress on coral-stone and lime substrates.","","DO NOT specify Barbury Ditch-Dark — Archive Trace (#343231) on sun-facing exterior masonry in high-UV environments without specialist thermal-loading assessment; at L*=20.95 surface temperatures will exceed ambient by 15–22°C on coral stone and lime render, incompatible with standard binder systems and requiring elastomeric specification to prevent delamination and salt-air ingress."
"199","Segsbury Night — Archive Trace","#2D2B29","17.67","0.45","1.62","1.681","74.48","","","archive","Segsbury Night — Archive Trace, #2D2B29, very dark grey paint, grey paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","Segsbury Night — Archive Trace — very dark grey #2D2B29. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","High-absorption near-void register: at L*=17.67 this surface accumulates irradiation at near-maximum efficiency on sun-facing masonry; specify elastomeric binders rated for sustained 70°C surface temperatures and reserve for north-facing, shaded, or interior surfaces to prevent thermal delamination and salt-air ingress on coral-stone and lime substrates.","","DO NOT specify Segsbury Night — Archive Trace (#2D2B29) on sun-facing exterior masonry in high-UV environments without specialist thermal-loading assessment; at L*=17.67 surface temperatures will exceed ambient by 15–22°C on coral stone and lime render, incompatible with standard binder systems and requiring elastomeric specification to prevent delamination and salt-air ingress."
"200","1215 Charter Seal — Archive Trace","#2F2E2C","18.97","-0.01","1.44","1.44","90.4","","","archive","1215 Charter Seal — Archive Trace, #2F2E2C, very dark grey paint, grey paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","1215 Charter Seal — Archive Trace — very dark grey #2F2E2C. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","High-absorption near-void register: at L*=18.97 this surface accumulates irradiation at near-maximum efficiency on sun-facing masonry; specify elastomeric binders rated for sustained 70°C surface temperatures and reserve for north-facing, shaded, or interior surfaces to prevent thermal delamination and salt-air ingress on coral-stone and lime substrates.","","DO NOT specify 1215 Charter Seal — Archive Trace (#2F2E2C) on sun-facing exterior masonry in high-UV environments without specialist thermal-loading assessment; at L*=18.97 surface temperatures will exceed ambient by 15–22°C on coral stone and lime render, incompatible with standard binder systems and requiring elastomeric specification to prevent delamination and salt-air ingress."
"201","Compton Crypt — Archive Trace","#353332","21.41","0.65","0.94","1.143","55.34","","","archive","Compton Crypt — Archive Trace, #353332, very dark grey paint, grey paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, Oxfordshire heritage colour, luxury paint colour, Britain in colour","Compton Crypt — Archive Trace — very dark grey #353332. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","High-absorption near-void register: at L*=21.41 this surface accumulates irradiation at near-maximum efficiency on sun-facing masonry; specify elastomeric binders rated for sustained 70°C surface temperatures and reserve for north-facing, shaded, or interior surfaces to prevent thermal delamination and salt-air ingress on coral-stone and lime substrates.","","DO NOT specify Compton Crypt — Archive Trace (#353332) on sun-facing exterior masonry in high-UV environments without specialist thermal-loading assessment; at L*=21.41 surface temperatures will exceed ambient by 15–22°C on coral stone and lime render, incompatible with standard binder systems and requiring elastomeric specification to prevent delamination and salt-air ingress."
"202","Alfred's Forge — Archive Trace","#3C3A38","24.55","0.42","1.54","1.596","74.74","","","archive","Alfred's Forge — Archive Trace, #3C3A38, very dark grey paint, grey paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","Alfred's Forge — Archive Trace — very dark grey #3C3A38. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","High-absorption near-void register: at L*=24.55 this surface accumulates irradiation at near-maximum efficiency on sun-facing masonry; specify elastomeric binders rated for sustained 70°C surface temperatures and reserve for north-facing, shaded, or interior surfaces to prevent thermal delamination and salt-air ingress on coral-stone and lime substrates.","","DO NOT specify Alfred's Forge — Archive Trace (#3C3A38) on sun-facing exterior masonry in high-UV environments without specialist thermal-loading assessment; at L*=24.55 surface temperatures will exceed ambient by 15–22°C on coral stone and lime render, incompatible with standard binder systems and requiring elastomeric specification to prevent delamination and salt-air ingress."
"203","Knighton Dark — Archive Trace","#383635","22.78","0.65","0.93","1.135","55.05","","","archive","Knighton Dark — Archive Trace, #383635, very dark grey paint, grey paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","Knighton Dark — Archive Trace — very dark grey #383635. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","High-absorption near-void register: at L*=22.78 this surface accumulates irradiation at near-maximum efficiency on sun-facing masonry; specify elastomeric binders rated for sustained 70°C surface temperatures and reserve for north-facing, shaded, or interior surfaces to prevent thermal delamination and salt-air ingress on coral-stone and lime substrates.","","DO NOT specify Knighton Dark — Archive Trace (#383635) on sun-facing exterior masonry in high-UV environments without specialist thermal-loading assessment; at L*=22.78 surface temperatures will exceed ambient by 15–22°C on coral stone and lime render, incompatible with standard binder systems and requiring elastomeric specification to prevent delamination and salt-air ingress."
"204","Steventon Priory Dark — Archive Trace","#302F2D","19.44","-0.01","1.44","1.44","90.4","","","archive","Steventon Priory Dark — Archive Trace, #302F2D, very dark grey paint, grey paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","Steventon Priory Dark — Archive Trace — very dark grey #302F2D. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","High-absorption near-void register: at L*=19.44 this surface accumulates irradiation at near-maximum efficiency on sun-facing masonry; specify elastomeric binders rated for sustained 70°C surface temperatures and reserve for north-facing, shaded, or interior surfaces to prevent thermal delamination and salt-air ingress on coral-stone and lime substrates.","","DO NOT specify Steventon Priory Dark — Archive Trace (#302F2D) on sun-facing exterior masonry in high-UV environments without specialist thermal-loading assessment; at L*=19.44 surface temperatures will exceed ambient by 15–22°C on coral stone and lime render, incompatible with standard binder systems and requiring elastomeric specification to prevent delamination and salt-air ingress."
"205","Coxwell Night — Archive Trace","#2C2B29","17.57","-0.01","1.46","1.46","90.39","","","archive","Coxwell Night — Archive Trace, #2C2B29, very dark grey paint, grey paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","Coxwell Night — Archive Trace — very dark grey #2C2B29. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","High-absorption near-void register: at L*=17.57 this surface accumulates irradiation at near-maximum efficiency on sun-facing masonry; specify elastomeric binders rated for sustained 70°C surface temperatures and reserve for north-facing, shaded, or interior surfaces to prevent thermal delamination and salt-air ingress on coral-stone and lime substrates.","","DO NOT specify Coxwell Night — Archive Trace (#2C2B29) on sun-facing exterior masonry in high-UV environments without specialist thermal-loading assessment; at L*=17.57 surface temperatures will exceed ambient by 15–22°C on coral stone and lime render, incompatible with standard binder systems and requiring elastomeric specification to prevent delamination and salt-air ingress."
"206","Stanford Peat — Archive Trace","#3A3836","23.65","0.43","1.55","1.609","74.49","","","archive","Stanford Peat — Archive Trace, #3A3836, very dark grey paint, grey paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","Stanford Peat — Archive Trace — very dark grey #3A3836. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","High-absorption near-void register: at L*=23.65 this surface accumulates irradiation at near-maximum efficiency on sun-facing masonry; specify elastomeric binders rated for sustained 70°C surface temperatures and reserve for north-facing, shaded, or interior surfaces to prevent thermal delamination and salt-air ingress on coral-stone and lime substrates.","","DO NOT specify Stanford Peat — Archive Trace (#3A3836) on sun-facing exterior masonry in high-UV environments without specialist thermal-loading assessment; at L*=23.65 surface temperatures will exceed ambient by 15–22°C on coral stone and lime render, incompatible with standard binder systems and requiring elastomeric specification to prevent delamination and salt-air ingress."
"207","Fernham Midnight — Archive Trace","#2E2D2B","18.51","-0.01","1.45","1.45","90.4","","","archive","Fernham Midnight — Archive Trace, #2E2D2B, very dark grey paint, grey paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","Fernham Midnight — Archive Trace — very dark grey #2E2D2B. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","High-absorption near-void register: at L*=18.51 this surface accumulates irradiation at near-maximum efficiency on sun-facing masonry; specify elastomeric binders rated for sustained 70°C surface temperatures and reserve for north-facing, shaded, or interior surfaces to prevent thermal delamination and salt-air ingress on coral-stone and lime substrates.","","DO NOT specify Fernham Midnight — Archive Trace (#2E2D2B) on sun-facing exterior masonry in high-UV environments without specialist thermal-loading assessment; at L*=18.51 surface temperatures will exceed ambient by 15–22°C on coral stone and lime render, incompatible with standard binder systems and requiring elastomeric specification to prevent delamination and salt-air ingress."
"208","Wanborough Peat — Archive Trace","#353432","21.74","-0.01","1.42","1.42","90.4","","","archive","Wanborough Peat — Archive Trace, #353432, very dark grey paint, grey paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","Wanborough Peat — Archive Trace — very dark grey #353432. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","High-absorption near-void register: at L*=21.74 this surface accumulates irradiation at near-maximum efficiency on sun-facing masonry; specify elastomeric binders rated for sustained 70°C surface temperatures and reserve for north-facing, shaded, or interior surfaces to prevent thermal delamination and salt-air ingress on coral-stone and lime substrates.","","DO NOT specify Wanborough Peat — Archive Trace (#353432) on sun-facing exterior masonry in high-UV environments without specialist thermal-loading assessment; at L*=21.74 surface temperatures will exceed ambient by 15–22°C on coral stone and lime render, incompatible with standard binder systems and requiring elastomeric specification to prevent delamination and salt-air ingress."
"209","Goosey Dark — Archive Trace","#3F3E3C","26.24","-0.01","1.38","1.38","90.42","","","archive","Goosey Dark — Archive Trace, #3F3E3C, very dark grey paint, grey paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","Goosey Dark — Archive Trace — very dark grey #3F3E3C. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","High-absorption near-void register: at L*=26.24 this surface accumulates irradiation at near-maximum efficiency on sun-facing masonry; specify elastomeric binders rated for sustained 70°C surface temperatures and reserve for north-facing, shaded, or interior surfaces to prevent thermal delamination and salt-air ingress on coral-stone and lime substrates.","","DO NOT specify Goosey Dark — Archive Trace (#3F3E3C) on sun-facing exterior masonry in high-UV environments without specialist thermal-loading assessment; at L*=26.24 surface temperatures will exceed ambient by 15–22°C on coral stone and lime render, incompatible with standard binder systems and requiring elastomeric specification to prevent delamination and salt-air ingress."
"210","Broad-Gauge Iron — Archive Trace","#2E2E2E","18.94","-0.0","-0.0","0.0","180.0","","","archive","Broad-Gauge Iron — Archive Trace, #2E2E2E, very dark grey paint, grey paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","Broad-Gauge Iron — Archive Trace — very dark grey #2E2E2E. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","High-absorption near-void register: at L*=18.94 this surface accumulates irradiation at near-maximum efficiency on sun-facing masonry; specify elastomeric binders rated for sustained 70°C surface temperatures and reserve for north-facing, shaded, or interior surfaces to prevent thermal delamination and salt-air ingress on coral-stone and lime substrates.","","DO NOT specify Broad-Gauge Iron — Archive Trace (#2E2E2E) on sun-facing exterior masonry in high-UV environments without specialist thermal-loading assessment; at L*=18.94 surface temperatures will exceed ambient by 15–22°C on coral stone and lime render, incompatible with standard binder systems and requiring elastomeric specification to prevent delamination and salt-air ingress."
"211","Iron-Gall Void — Archive Trace","#1C1C1B","10.23","-0.25","0.69","0.734","109.92","","","archive","Iron-Gall Void — Archive Trace, #1C1C1B, near-black grey paint, grey paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","Iron-Gall Void — Archive Trace — near-black grey #1C1C1B. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","High-absorption near-void register: at L*=10.23 this surface accumulates irradiation at near-maximum efficiency on sun-facing masonry; specify elastomeric binders rated for sustained 70°C surface temperatures and reserve for north-facing, shaded, or interior surfaces to prevent thermal delamination and salt-air ingress on coral-stone and lime substrates.","","DO NOT specify Iron-Gall Void — Archive Trace (#1C1C1B) on sun-facing exterior masonry in high-UV environments without specialist thermal-loading assessment; at L*=10.23 surface temperatures will exceed ambient by 15–22°C on coral stone and lime render, incompatible with standard binder systems and requiring elastomeric specification to prevent delamination and salt-air ingress."
"212","Oak-Soot Dark — Archive Trace","#1A1918","8.83","0.24","0.87","0.902","74.58","","","archive","Oak-Soot Dark — Archive Trace, #1A1918, near-black grey paint, grey paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","Oak-Soot Dark — Archive Trace — near-black grey #1A1918. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","High-absorption near-void register: at L*=8.83 this surface accumulates irradiation at near-maximum efficiency on sun-facing masonry; specify elastomeric binders rated for sustained 70°C surface temperatures and reserve for north-facing, shaded, or interior surfaces to prevent thermal delamination and salt-air ingress on coral-stone and lime substrates.","","DO NOT specify Oak-Soot Dark — Archive Trace (#1A1918) on sun-facing exterior masonry in high-UV environments without specialist thermal-loading assessment; at L*=8.83 surface temperatures will exceed ambient by 15–22°C on coral stone and lime render, incompatible with standard binder systems and requiring elastomeric specification to prevent delamination and salt-air ingress."
"213","1066 Raven — Archive Trace","#1E1E1D","11.23","-0.25","0.68","0.724","110.19","","","archive","1066 Raven — Archive Trace, #1E1E1D, near-black grey paint, grey paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","1066 Raven — Archive Trace — near-black grey #1E1E1D. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","High-absorption near-void register: at L*=11.23 this surface accumulates irradiation at near-maximum efficiency on sun-facing masonry; specify elastomeric binders rated for sustained 70°C surface temperatures and reserve for north-facing, shaded, or interior surfaces to prevent thermal delamination and salt-air ingress on coral-stone and lime substrates.","","DO NOT specify 1066 Raven — Archive Trace (#1E1E1D) on sun-facing exterior masonry in high-UV environments without specialist thermal-loading assessment; at L*=11.23 surface temperatures will exceed ambient by 15–22°C on coral stone and lime render, incompatible with standard binder systems and requiring elastomeric specification to prevent delamination and salt-air ingress."
"214","Wayland's Night — Archive Trace","#161615","7.21","-0.24","0.65","0.693","110.27","","","archive","Wayland's Night — Archive Trace, #161615, near-black grey paint, grey paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, Oxfordshire heritage colour, luxury paint colour, Britain in colour","Wayland's Night — Archive Trace — near-black grey #161615. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","High-absorption near-void register: at L*=7.21 this surface accumulates irradiation at near-maximum efficiency on sun-facing masonry; specify elastomeric binders rated for sustained 70°C surface temperatures and reserve for north-facing, shaded, or interior surfaces to prevent thermal delamination and salt-air ingress on coral-stone and lime substrates.","","DO NOT specify Wayland's Night — Archive Trace (#161615) on sun-facing exterior masonry in high-UV environments without specialist thermal-loading assessment; at L*=7.21 surface temperatures will exceed ambient by 15–22°C on coral stone and lime render, incompatible with standard binder systems and requiring elastomeric specification to prevent delamination and salt-air ingress."
"215","Ridgeway Void — Archive Trace","#131212","5.55","0.4","0.14","0.424","19.29","","","archive","Ridgeway Void — Archive Trace, #131212, near-black grey paint, grey paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, Oxfordshire heritage colour, luxury paint colour, Britain in colour","Ridgeway Void — Archive Trace — near-black grey #131212. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","High-absorption near-void register: at L*=5.55 this surface accumulates irradiation at near-maximum efficiency on sun-facing masonry; specify elastomeric binders rated for sustained 70°C surface temperatures and reserve for north-facing, shaded, or interior surfaces to prevent thermal delamination and salt-air ingress on coral-stone and lime substrates.","","DO NOT specify Ridgeway Void — Archive Trace (#131212) on sun-facing exterior masonry in high-UV environments without specialist thermal-loading assessment; at L*=5.55 surface temperatures will exceed ambient by 15–22°C on coral stone and lime render, incompatible with standard binder systems and requiring elastomeric specification to prevent delamination and salt-air ingress."
"216","Uffington Pit — Archive Trace","#1B1B1A","9.73","-0.25","0.69","0.734","109.92","","","archive","Uffington Pit — Archive Trace, #1B1B1A, near-black grey paint, grey paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, Oxfordshire heritage colour, luxury paint colour, Britain in colour","Uffington Pit — Archive Trace — near-black grey #1B1B1A. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","High-absorption near-void register: at L*=9.73 this surface accumulates irradiation at near-maximum efficiency on sun-facing masonry; specify elastomeric binders rated for sustained 70°C surface temperatures and reserve for north-facing, shaded, or interior surfaces to prevent thermal delamination and salt-air ingress on coral-stone and lime substrates.","","DO NOT specify Uffington Pit — Archive Trace (#1B1B1A) on sun-facing exterior masonry in high-UV environments without specialist thermal-loading assessment; at L*=9.73 surface temperatures will exceed ambient by 15–22°C on coral stone and lime render, incompatible with standard binder systems and requiring elastomeric specification to prevent delamination and salt-air ingress."
"217","Dragon's Throat — Archive Trace","#212020","12.36","0.47","0.16","0.496","18.8","","","archive","Dragon's Throat — Archive Trace, #212020, near-black grey paint, grey paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","Dragon's Throat — Archive Trace — near-black grey #212020. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","High-absorption near-void register: at L*=12.36 this surface accumulates irradiation at near-maximum efficiency on sun-facing masonry; specify elastomeric binders rated for sustained 70°C surface temperatures and reserve for north-facing, shaded, or interior surfaces to prevent thermal delamination and salt-air ingress on coral-stone and lime substrates.","","DO NOT specify Dragon's Throat — Archive Trace (#212020) on sun-facing exterior masonry in high-UV environments without specialist thermal-loading assessment; at L*=12.36 surface temperatures will exceed ambient by 15–22°C on coral stone and lime render, incompatible with standard binder systems and requiring elastomeric specification to prevent delamination and salt-air ingress."
